short_name,long_name,Sub-Borough Area,2005-2009,2006-2010,2007-2011,2008-2012,2009-2013,2010-2014,2011-2015,2012-2016,2013-2017,2014-2018,2015-2019,2016-2020,2017-2021,2018-2022
afford_le080_rct,Rental units affordable at  80% AMI (% of recently available units),Queens Village,,,0.5353075170842825,0.5307244501940491,0.5545677498467197,0.4589922765722692,0.5318892900120337,,,,,,,
afford_le080_rct,Rental units affordable at  80% AMI (% of recently available units),Rockaways,0.8244368266405485,0.7708686184369707,0.7746413697362332,0.7561156412157154,0.7703601108033241,0.6608863198458574,,,,,,,,
afford_le080_rct,Rental units affordable at  80% AMI (% of recently available units),Mott Haven/Hunts Point,0.92401764234162,0.9220325036000824,0.9177153920619556,0.9153963414634146,0.9174674957603166,0.8697938578039546,0.8968848580441641,0.9155376799322608,0.9264941607510876,0.9200501253132832,0.9163130598774164,0.9234574329601666,0.8950338600451467,
afford_le080_rct,Rental units affordable at  80% AMI (% of recently available units),Morrisania/Belmont,0.8688888888888889,0.8576821442053605,0.8074371508379888,0.8019277108433734,0.8132456408687672,0.7847056957004601,0.8031532937870746,0.8753623188405797,0.9091772753182596,0.9373040752351096,0.922283901665345,0.9293092971440146,0.9314516129032258,0.9069677668403784
afford_le080_rct,Rental units affordable at  80% AMI (% of recently available units),Highbridge/South Concourse,0.9331349206349208,0.9321223709369024,0.9073275862068966,0.8783142065690542,0.8815323294951284,0.8410899445382204,0.8417918177110305,0.8805411629245826,,,,,,
afford_le080_rct,Rental units affordable at  80% AMI (% of recently available units),University Heights/Fordham,0.8496350364963504,0.8172718351324828,0.8299333888426311,0.8192397207137315,0.8595617529880478,0.8212362696532415,0.888550690704753,0.8913412563667232,0.8496381667113374,0.8860164512338425,0.9294217687074828,0.9148873939748464,,
afford_le080_rct,Rental units affordable at  80% AMI (% of recently available units),Kingsbridge Heights/Mosholu,0.8519749706687525,0.885349025974026,0.8784407906890819,0.8396427878081926,0.8611444577831132,0.7934262948207171,0.8103049421661409,0.8317914213624895,0.8970490348347016,0.9110749941954958,0.9189576858713842,0.9163916391639164,0.9229439367745124,
afford_le080_rct,Rental units affordable at  80% AMI (% of recently available units),Riverdale/Kingsbridge,0.6391590013140604,0.6505298651252408,0.6012412723041117,0.5358173707688271,0.5603314344899016,0.516580310880829,0.4854574299312533,0.5074083701585651,0.4945930563460444,0.590458488228005,0.6124925991711072,0.6061676839061998,0.6442048517520216,
afford_le080_rct,Rental units affordable at  80% AMI (% of recently available units),Soundview/Parkchester,0.7942494976039574,0.8217087434032235,0.77913744217281,0.7676169122357464,0.8071680969207471,0.761335676625659,0.768342644320298,0.7989709665564131,0.830092319780004,0.8451525160287546,0.8941220798794273,0.9044547470268092,0.9068776628119294,0.9177577741407528
afford_le080_rct,Rental units affordable at  80% AMI (% of recently available units),Throgs Neck/Co-op City,,,,,,,,,,,,,,
afford_le080_rct,Rental units affordable at  80% AMI (% of recently available units),Pelham Parkway,0.7550857598723574,0.7670061099796334,0.7326416600159616,0.7110415035238841,0.6738780207134637,0.6836273179556762,0.759209563308124,0.7711165048543689,0.7931390250193449,0.8414342629482072,0.8322962041070318,0.8354978354978355,0.879394112603601,0.8932010504814707
afford_le080_rct,Rental units affordable at  80% AMI (% of recently available units),Williamsbridge/Baychester,0.7198675496688741,0.6957303370786517,0.6897633993239981,0.6612215909090909,0.6684655091506335,0.6403879631932355,0.655264564404062,0.7271832718327184,0.7369374030005174,0.820526455729859,0.8438038925843804,0.8234878795010591,0.7851851851851852,0.8557187827911857
afford_le080_rct,Rental units affordable at  80% AMI (% of recently available units),Williamsburg/Greenpoint,0.3598814918089927,0.3694860969573446,0.3292749658002736,0.3347770700636943,0.3256926952141058,0.28911138923654567,0.2680683311432326,0.2581562203871666,0.21426663104461663,0.21793973370707775,0.1955141768937791,0.18411589437994452,0.1522903033908388,0.17802567237163813
afford_le080_rct,Rental units affordable at  80% AMI (% of recently available units),Brooklyn Heights/Fort Greene,0.26847099082283404,0.26440315465846814,0.23091042584434657,0.2399704651735171,0.2261844116148752,0.20151792724417691,0.1737542394990869,0.18647380766223612,0.17337117472852911,0.15429579794860482,0.18213996763754045,0.15948071638396663,0.13922050561797752,0.1357080035180299
afford_le080_rct,Rental units affordable at  80% AMI (% of recently available units),Bedford Stuyvesant,0.6845283018867925,0.6388206388206388,0.6180129374689003,0.5805312710154674,0.5911362879040319,0.5350645311771108,0.5108527131782946,0.4752755905511811,0.43961275987938425,0.4104885281723115,0.4012273524254822,0.3772540110748261,0.35999462293318996,0.33694083694083693
afford_le080_rct,Rental units affordable at  80% AMI (% of recently available units),Bushwick,0.6859030071267165,0.6515604249667994,0.6373573380485452,0.5870873312733778,0.5749323140627488,0.4838357020146806,0.4424695977549111,0.4552380952380952,0.4184634072274522,0.40941467946732735,0.4254937163375224,0.37505370184734355,0.33675846006302235,0.352991452991453
